mjd,flux,fluxe,flux_rolling_mean,flux_rolling_rmsd
59055.44,1.23e-16,1.57e-18,1.2269999999999998e-16,4.2859259259259264e-18
59055.5,1.24e-16,1.67e-18,1.2273333333333335e-16,4.507407407407407e-18
59056.46,1.15e-16,1.64e-18,1.2266666666666668e-16,4.5325925925925925e-18
59056.48,1.19e-16,1.66e-18,1.2243333333333332e-16,4.483518518518518e-18
59057.44,1.18e-16,1.65e-18,1.224e-16,4.624444444444444e-18
59057.45,1.19e-16,1.52e-18,1.2240000000000003e-16,4.628333333333335e-18
59059.46,1.19e-16,1.63e-18,1.2270000000000003e-16,4.747777777777781e-18
59060.43,1.17e-16,1.76e-18,1.2271666666666665e-16,4.77555555555556e-18
59060.44,1.1950000000000002e-16,1.65e-18,1.2275e-16,4.622222222222227e-18
59061.35,1.24e-16,2.13e-18,1.2286666666666666e-16,4.516666666666671e-18
59061.44,1.12e-16,1.45e-18,1.2298333333333333e-16,4.327222222222226e-18
59063.35,1.38e-16,3.48e-18,1.234833333333333e-16,4.695000000000003e-18
59063.41,1.26e-16,3.175e-18,1.2341666666666667e-16,4.7261111111111146e-18
59064.37,1.3e-16,5.17e-18,1.2308333333333332e-16,4.998333333333337e-18
59064.42,1.28e-16,3.61e-18,1.2315000000000001e-16,4.8805555555555595e-18
59065.39,1.35e-16,5.46e-18,1.2315000000000001e-16,4.8111111111111145e-18
59065.46,1.25e-16,5.21e-18,1.2285000000000001e-16,5.013888888888892e-18
59067.44,1.24e-16,2.78e-18,1.2258333333333334e-16,5.0922222222222254e-18
59068.38,1.28e-16,2.82e-18,1.2261666666666666e-16,4.9461111111111134e-18
59069.42,1.25e-16,2.3e-18,1.2244999999999997e-16,4.993333333333336e-18
59069.43,1.31e-16,2.13e-18,1.2244999999999997e-16,4.8644444444444476e-18
59071.39,1.25e-16,1.61e-18,1.2238333333333333e-16,4.7866666666666705e-18
59072.48,1.2e-16,7.28e-19,1.2225000000000001e-16,4.754444444444448e-18
59073.46,1.24e-16,9.31e-19,1.2221666666666667e-16,4.608333333333337e-18
